ModelGeneID,90m-HUVEC.control-Candida.SC5314.rep1,90m-HUVEC.control-Candida.SC5314.rep2,90m-HUVEC.infected-Candida.SC5314.rep1,90m-HUVEC.infected-Candida.SC5314.rep2,5h-HUVEC.control-Candida.SC5314.rep1,5h-HUVEC.control-Candida.SC5314.rep2,5h-HUVEC.infected-Candida.SC5314.rep1,5h-HUVEC.infected-Candida.SC5314.rep2,8h-HUVEC.control-Candida.SC5314.rep1,8h-HUVEC.control-Candida.SC5314.rep2,8h-HUVEC.infected-Candida.SC5314.rep1,8h-HUVEC.infected-Candida.SC5314.rep2
CAALFM_C502000CA,637.520245,211.3887252,439.6254602,180.1660052,669.1546096,135.7495198,696.4929405,160.8967602,650.0188179,232.4355416,680.1000249,335.248676
CAALFM_C502220CA,12.3101259,8.9566976,9.25908,8.9196956,86.3115419,17.1516478,92.4013013,26.3601775,81.1393109,61.3538142,81.1041016,80.9004496
CAALFM_C502260CA,35.9918332,39.2835059,23.2405625,38.9994436,52.2986376,33.2466087,33.2125409,33.7486489,54.5555569,50.2621444,37.6215435,47.3771248
CAALFM_C502270WA,122.7649571,149.9277685,89.6350253,134.8275967,75.5413539,121.3128923,58.216335,107.788676,64.8935956,74.6502144,61.2084019,59.98497
CAALFM_C502530WA,203.1380565,279.0589443,93.3804809,323.2135362,147.4392944,139.796619,70.7260149,152.6249871,237.734388,145.0504791,117.2327672,172.150716
CAALFM_C502690WA,7.2679521,3.4214153,5.5450992,2.2960559,37.8454839,13.5385736,31.5924911,17.3580392,22.6118112,36.8261703,21.0524552,36.9274629
CAALFM_C502710WA,216.0904534,258.215506,170.3299435,203.9933589,231.7454286,298.04698,199.0100488,300.8793295,329.2176811,373.4215455,307.2221269,321.716125
CAALFM_C502770WA,16.6151781,30.3404131,17.1222846,31.8445972,22.4844808,30.7965517,21.4448041,39.6106298,33.6785101,57.7112744,26.0237178,54.6840487
CAALFM_C502790CA,138.3380414,215.7215335,124.1262202,205.5963862,152.9959082,298.8236193,108.6782139,261.8712915,346.9990671,257.9493323,248.8617113,337.8352345
CAALFM_C502820CA,40.9034632,35.3796085,19.4928001,38.1235882,39.2916635,34.3312925,20.1315113,30.0041502,20.8598645,33.1785744,14.780913,24.8547128
CAALFM_C502890WA,737.1800141,1280.4484927,530.5115173,1029.2795966,713.4065291,467.0124156,380.0444029,332.4505977,356.5611704,351.352668,244.5086029,390.4732868
CAALFM_C502930CA,32.1687859,27.9507958,16.1892631,21.3904418,99.4448046,98.70991,43.4848762,116.4253171,86.1860774,110.6702755,31.9300926,110.8236196
CAALFM_C503060CA,0.2932044,0.0754467,0.23706,0.3086489,2.1941942,0.2042123,1.4134905,0.1149874,2.0948688,0.1757923,3.0237276,0.6739636
CAALFM_C503390CA,79.8454355,118.3996716,68.1211151,100.3288399,88.0995093,135.6552173,66.7059677,106.2826283,77.6242135,96.5516285,65.8903751,84.055318
CAALFM_C503470CA,14.6186843,19.9153934,11.9135825,24.7918479,13.4641007,30.8277583,11.3689933,28.253397,17.3193271,31.1144979,17.4641067,22.0322968
CAALFM_C503500WA,160.1747306,92.5595215,156.7131877,124.976193,352.0103231,191.7461686,339.0708049,318.8479246,839.279351,241.8271069,755.2774834,611.7061578
CAALFM_C503620WA,31.5274541,30.2678039,18.1948533,30.2202312,23.3307818,24.821811,13.0727,21.8875747,18.3516593,32.8164809,12.4689349,13.6982204
CAALFM_C503770CA,0.2786377,0.2195181,0.1199557,0.2295586,0.4425081,0.527743,0.3758458,0.4110588,0.3506876,0.803757,0.3153261,0.5180737
CAALFM_C503790WA,105.5327823,139.9576862,80.6453826,147.5977631,79.7831488,82.9310441,61.7304729,78.3766675,143.0644785,61.173913,95.407833,76.771242
CAALFM_C503840WA,9.0624627,8.7240561,5.4485084,10.838341,8.5265387,11.6474531,4.7785489,11.9578423,9.9429974,9.8588852,5.7267484,8.8444299
CAALFM_C503860WA,65.476646,66.6005072,38.1367201,61.6416322,64.6240191,80.6936083,35.6730213,60.6104762,42.2345211,58.6190231,27.1698611,41.9528301
CAALFM_C504100WA,108.4053899,75.3374725,58.5377933,73.5638192,86.2014321,44.1072234,48.6713837,47.0299478,80.2710723,55.783627,51.466881,63.705283
CAALFM_C504120CA,16.2044678,20.5700981,14.6793094,24.4613159,27.8413056,24.9944262,22.5956188,32.3149509,39.8396871,30.6433107,30.8239851,34.6098637
CAALFM_C504270CA,1082.023563,603.7800379,1156.953771,592.2691054,445.9830167,408.5352598,418.0063804,402.4810698,229.4241875,301.7551054,303.4998094,236.4932476
CAALFM_C504490CA,44.9759443,66.499718,38.7660105,62.7233996,688.0319625,72.7132914,529.5984494,67.1350234,666.9521615,495.8035746,642.670854,664.1998421
CAALFM_C504570CA,143.8755116,154.7364201,177.3095083,173.143342,89.2221423,156.5201365,121.0124607,135.9481381,146.453881,124.280388,184.3011301,122.9586104
CAALFM_C504650CA,7.9057915,14.2839963,6.5778173,13.2019839,9.4988998,15.3585703,6.9871747,17.9136449,11.6157368,23.4548964,8.2435524,17.5587195
CAALFM_C504680WA,67.5026658,47.5943174,48.1818232,41.6235185,41.7396144,46.6347927,31.0918329,46.3811319,37.1730499,46.3554342,24.0391224,44.3269473
CAALFM_C504700CA,142.2237607,155.3027522,96.210834,146.7954764,94.0375502,145.4959674,65.599202,112.3719738,71.6175015,95.2812387,59.6778597,68.9146206
CAALFM_C504720CA,74.2841203,32.7194734,53.2348203,38.1695554,90.4033376,45.3381269,78.2899772,43.3004165,54.9306346,55.8399174,66.1181838,45.2300628
CAALFM_C504810WA,273.0194035,156.7591258,358.6663338,149.2702991,161.7843417,345.4522461,150.1765229,297.1036017,113.4483795,148.5172973,121.4718215,94.2453372
CAALFM_C504880CA,84.0186009,127.8433015,36.0611759,108.1591554,218.0737156,33.9497377,174.190502,31.9957531,211.3049133,320.757957,119.1679571,521.8545255
CAALFM_C504930CA,229.2520899,9.3039044,103.1011372,5.8511744,1116.3211063,20.8543608,729.8576834,63.226106,317.9501631,976.4266657,262.7561727,564.3690477
CAALFM_C504940WA,3.4172546,3.1497716,1.5380254,3.1483393,383.2109638,5.6500788,193.8660977,32.4295094,26.0415352,831.4500112,12.8320974,310.7691929
CAALFM_C505050WA,5089.5426,2196.0483373,7998.8617736,1838.7461693,6936.8697341,7445.2899018,7395.4224345,7665.3913961,3544.578342,5092.7071391,4684.8069168,4400.0467756
CAALFM_C505130CA,17.5462028,22.6691843,15.8426529,17.9764285,38.3943351,27.6395964,31.8108597,22.8057055,33.495452,32.82678,24.4375199,27.4419631
CAALFM_C505140WA,19.6794019,21.3076592,17.9085796,23.6414267,25.5106676,26.6202524,18.2433521,26.3722168,34.3581662,32.908471,24.8733692,35.685455
CAALFM_C505300WA,86.995189,116.3886863,76.922151,91.6158555,329.7668055,174.8355121,254.9197347,206.2258089,170.4609363,311.9622728,147.8214632,282.6646537
CAALFM_C505320CA,255.4167021,317.5657239,234.4665881,334.5204984,127.699665,225.4604216,129.3884008,203.3321361,61.8198259,127.410918,83.0083962,77.9396803
CAALFM_C505410CA,120.6256569,83.5188243,145.0357148,85.7230519,32.6600546,13.2085339,44.2527904,12.6947837,13.6490329,9.2885453,28.5177775,6.5219334
CAALFM_C505480WA,290.0631185,278.6366084,518.2837924,250.6531229,241.1847873,298.4095891,280.5124647,302.0968491,214.5789563,255.7356136,298.3632162,217.2417393
CAALFM_C505490CA,312.1253092,348.7610393,521.840697,437.7200042,262.5889144,276.6906669,418.7760379,314.8584839,232.9428908,253.0150185,440.9019855,262.9410832
CAALFM_C600150WA,1573.0828879,589.1971563,2277.1489043,802.9783709,2438.2127468,1365.8912596,3481.4672723,1316.4989947,2223.7789731,3152.5818639,4082.4329983,2234.0616804
CAALFM_C600330CA,804.5924775,264.8755333,715.4360018,248.5363591,949.7876569,297.8347589,778.2165222,321.128671,1055.7893541,608.0248096,1016.5098021,641.7811812
CAALFM_C600390WA,31.8152216,36.7218475,38.07675,44.8573888,53.5928989,49.772005,54.2548381,64.8250798,43.7413812,83.5355073,52.390468,64.7021322
CAALFM_C600560WA,31.4710159,38.368926,21.1126753,38.4619196,34.3914426,50.0976098,23.7645992,41.4369557,41.4899914,43.1589588,26.7858873,34.9150582
CAALFM_C600600CA,60.1623594,121.6302509,56.7527097,118.0321021,180.3501364,106.9096016,178.7394217,114.2187391,166.8912802,149.6605181,161.2951489,191.5317353
CAALFM_C600750CA,1856.7020345,934.121001,2298.2657834,723.1470997,2056.830217,2922.1115452,1842.9892476,2717.5992885,703.3658708,1209.4293112,860.1858565,1204.3392063
CAALFM_C600830CA,46.59315,14.9073149,38.9241302,13.458425,40.5141397,25.1574759,20.3954077,24.0141772,35.2423199,9.9433939,18.4925415,18.5845787
CAALFM_C600840WA,657.4432879,258.1791639,467.1498457,222.243114,865.0562636,537.4726329,401.0457012,398.7294473,1142.2465916,169.4211733,554.7426944,215.9373946
CAALFM_C600850WA,115.8165982,115.3350792,99.9714968,107.883378,414.9936091,148.6651245,301.8642378,199.7080509,404.4487086,264.7401453,320.1942637,392.1069658
CAALFM_C600860WA,14.4356601,15.1058007,15.9834011,12.8870166,21.8927114,17.332736,20.1768681,19.8691433,11.3770302,16.5199065,13.4038203,14.3201364
CAALFM_C600870CA,405.7003396,426.3101364,349.7440328,399.4046584,192.7474541,443.1193628,179.4742532,378.1514039,105.2956737,180.0409638,130.8531154,117.5662244
CAALFM_C600960WA,14.7540018,4.4001431,6.5088221,4.3505599,22.1394142,6.0005322,18.5557191,10.0902868,108.2485436,28.2116001,62.6789,62.1927072
CAALFM_C601050WA,22.3073822,29.4026198,20.6854517,32.6292866,40.1357717,49.1373876,31.6196774,54.6291793,46.3860746,75.955342,32.8933661,65.6612997
CAALFM_C601060CA,85.6519435,18.825481,48.2653017,21.5956484,120.6333381,24.0878247,92.0612971,27.5071925,301.4648859,59.6202138,133.4221555,134.0607101
CAALFM_C601340CA,29.7761132,46.2854042,20.0683256,37.06076,40.2091562,44.153595,23.2487251,37.7379643,61.2479344,36.3126914,31.3428723,37.3713599
CAALFM_C601430CA,1.1598465,3.0804943,2.9575283,0.7302978,0.9918284,2.638715,2.3587565,1.1624943,2.2598187,2.8197771,2.827062,2.9059767
CAALFM_C601440CA,0.0465351,0.0297543,0.140236,0.1615985,0.5000765,0.474589,0.2929254,0.9374572,0.2391529,0.3631474,0.2150381,0.2319115
CAALFM_C601670WA,209.8368387,104.8227715,212.9568075,108.3478221,88.0359211,101.2975424,95.8851144,55.1447209,48.6183739,75.3932945,78.1435419,81.596411
CAALFM_C601740CA,51.3600019,31.401815,55.3406703,31.5814553,73.1913786,35.3144271,83.9930322,38.9925115,46.4606922,77.6217275,66.2708014,50.9791758
CAALFM_C601750CA,16.5316271,15.0481859,11.1232149,12.6059051,10.4118938,10.655406,7.734646,11.6158636,8.976999,10.301912,7.1789081,6.1019712
CAALFM_C601840CA,76.4081398,96.24002,65.027981,86.7168892,99.6844218,125.1504847,79.8697407,112.93735,75.6458155,125.7149152,62.908692,87.9679312
CAALFM_C601870CA,3.2675296,2.6861698,2.5496382,2.9959235,3.6139108,3.8934648,3.8722774,3.6418788,5.2139922,3.6589677,3.99491,3.2090305
CAALFM_C601910WA,242.8863888,198.7430502,252.2931503,208.412184,289.38565,156.1215108,253.9659877,159.5414147,218.6458998,165.524345,211.71851,185.1064452
CAALFM_C601990WA,1.9040806,0.8438714,2.0818559,0.6649654,0.7183114,1.5282675,0.6923125,1.0080847,0.1589694,2.8966892,0.217813,0.924935
CAALFM_C602000WA,13.1357766,14.6981704,17.768437,12.2924952,4.8675886,4.8207294,6.2640969,7.9912766,5.5160234,6.0961279,6.3722158,6.4515676
CAALFM_C602010CA,1537.9029584,2714.916622,1667.6964276,3395.1744148,390.5324324,602.0182868,423.6663593,888.4573243,1750.4457082,721.1318956,1452.199901,985.9264491
CAALFM_C602040WA,135.9877606,158.4750098,92.6342054,117.7101905,324.3234697,148.2274137,192.6044941,133.4960876,139.9289579,324.0532375,107.6154195,260.2785599
CAALFM_C602180WA,29.0702777,36.8051403,17.9350158,28.2118629,33.9046787,38.0269081,17.5539623,28.66118,24.4485662,37.2609879,11.7055713,21.7725339
CAALFM_C602500CA,17.8681387,9.146789,5.1718932,6.6117566,105.5247956,53.1841768,56.8186721,33.9490215,56.352748,85.9007397,33.3644052,50.2588059
CAALFM_C602650CA,35.6476063,24.5195075,28.8245773,25.4399182,18.1257625,26.8511332,19.1966322,27.5847066,28.5418513,26.6273781,24.9517686,31.3508556
CAALFM_C602960WA,17.3562007,22.9345585,11.6925537,26.1780112,14.5314393,24.1864578,10.0697743,26.7644046,18.4509966,16.1390346,13.2723986,17.695659
CAALFM_C602980CA,146.9737917,73.9039179,83.2632077,78.5278618,107.801125,59.1646662,78.4544313,55.0607738,127.0962337,45.1561099,83.1331358,79.4273154
CAALFM_C603080CA,409.4515988,243.2345211,260.4851816,236.0252078,191.8992781,151.8205232,118.7556224,131.0678853,167.0608338,122.1889417,114.5578051,130.0188953
CAALFM_C603170CA,1.4806663,2.1813857,1.6560255,1.6186408,0.8314974,1.4555744,1.1530373,1.5128551,0.8741328,0.8487366,0.4610133,0.6642755
CAALFM_C603230WA,6.1284931,2.5263313,3.6969104,1.7625153,6.9073764,4.2787046,3.3295372,5.3707945,87.7960603,17.0454782,18.205522,33.4890567
CAALFM_C603270CA,80.6005708,48.588838,56.0069916,43.5004377,131.4495859,55.5308156,78.6703451,50.9303479,90.6445196,98.9043361,65.8120153,100.5833964
CAALFM_C603390WA,26.9096953,49.6000702,23.4039768,51.949656,24.7254956,47.6399079,17.8283495,44.679349,63.879544,21.8572441,38.8967619,41.6890068
CAALFM_C603410CA,55.777943,53.8676056,36.7864892,58.9863367,43.2769822,61.8872844,25.2486851,54.6632967,29.1821923,37.7012243,22.6708729,33.128091
CAALFM_C603450CA,11.0237622,18.1185376,10.9491473,19.3659581,9.9089636,23.4957924,10.7307089,26.5445856,13.3625802,35.3718341,12.5375688,29.893956
CAALFM_C603540WA,10.1882206,14.4252982,7.0301902,13.2248117,17.5501596,20.4002953,13.4885517,19.1361896,13.7889206,31.0113851,10.8529056,22.942456
CAALFM_C603720WA,144.5966699,172.7711203,110.8939759,177.024889,104.6455667,163.8505401,88.1308299,142.0880245,134.7207336,119.4198341,101.3610803,116.6809794
CAALFM_C603760CA,350.3211198,96.827819,157.252336,129.2713481,612.4378325,284.0035007,389.6144667,208.4633516,183.7751821,372.6247221,211.8488182,191.904472
CAALFM_C603790CA,2.1465986,3.7703835,1.2057402,3.1947066,10.2654483,0.3044173,6.8680579,1.1197655,6.1127152,12.2736877,3.4839514,5.7038128
CAALFM_C603840CA,21.8057306,24.9422831,17.090863,26.3182218,16.3431741,27.4415323,23.8234874,23.5263065,29.1758951,22.2586732,31.3848053,24.011308
CAALFM_C603880WA,3.099623,2.7236077,2.1814037,2.4584565,17.8272973,9.1995374,12.3843981,12.1279611,12.4070825,16.2947428,7.7191569,14.3653345
CAALFM_C604110WA,47.8348913,49.8049398,35.6748926,41.8643753,43.3828371,36.6621799,33.1535241,30.6554116,64.3638455,47.8762494,41.5294264,43.0368891
CAALFM_C604250WA,577.6973263,548.6191414,517.2108507,573.6673573,1131.9587598,313.9418889,928.6942422,395.2671298,1089.2293092,586.7128034,827.2957232,922.2364862
CAALFM_C604520WA,287.6842215,311.6811509,368.0429214,326.254039,157.2977853,261.9198162,212.7341595,242.094527,159.7292979,181.6714111,237.4379131,168.6744337
CAALFM_C604580WA,64.8566776,79.2392827,104.9955915,73.6368477,79.9267852,76.0205237,118.8687142,83.9532452,77.8806571,115.8733162,110.1703335,97.7359872
CAALFM_C604590CA,22.1117495,22.4538458,28.2253902,29.8585546,36.5997576,31.8766758,49.3604909,46.9880201,42.218007,46.6648305,66.6096197,50.0028916
CAALFM_C604600WA,22.6658652,25.0188292,27.9428809,20.6443492,22.6703634,27.9903106,31.1826536,26.9540861,21.9548635,38.9646454,31.12082,23.1956379
CAALFM_C604610CA,7.0797382,8.0641813,12.6009466,7.5317045,8.382223,13.6862174,13.7115745,14.228499,7.8132333,6.8824912,12.9371795,8.1005693
CAALFM_C604620CA,0.0889124,0.2771445,0.5470488,0.2756773,0.4200785,0.2493631,1.8842518,0.2485433,0.0979153,0.3035588,1.2399262,0.3560644
CAALFM_C700060CA,52.9459202,35.2010808,59.119419,42.8091066,213.7234533,57.8229634,248.097562,77.5931606,131.2015143,146.2036419,174.0377022,214.3126691
CAALFM_C700150WA,282.9155356,391.159389,301.34425,375.6652731,304.6749906,387.7770923,287.1678539,382.0200081,164.7866317,381.1237606,189.5265847,276.8176628
CAALFM_C700230WA,69.274208,77.5278551,77.8939792,66.5693671,46.1722221,39.4089926,44.3896521,42.3408493,45.9570415,52.825681,52.1249553,51.4496756
CAALFM_C700280WA,243.0166485,1.1476049,64.1447757,2.3705271,217.2601599,0.4992164,112.7251507,15.3365173,53.4528695,285.0113819,25.6971869,44.6113852
CAALFM_C700290CA,4.856492,2.6187786,2.8893732,2.2748267,9.5928237,2.1115389,6.9974874,2.4134171,6.0674648,23.1540419,3.8457893,17.5992964
CAALFM_C700380WA,38.8531807,57.4535279,52.5054958,56.1519255,28.7152973,105.8404948,32.0508337,96.3413629,13.7896543,84.9797513,18.9176066,34.2631647
CAALFM_C700400WA,19.7394968,30.3774777,21.7860707,23.8607145,25.3278675,46.8124981,24.633198,47.2147868,10.9834052,29.6116625,16.5549739,21.0923419
CAALFM_C700430WA,4.1995897,2.9656726,4.1607756,1.8728897,46.9657486,14.9463626,13.4167971,6.391361,30.8295366,28.703988,10.6311929,13.9746475
CAALFM_C700470CA,55.9158546,74.2502384,48.0484558,76.2915152,35.0060257,61.5407694,44.4091897,63.8226411,103.2238496,50.8955947,98.7634276,67.6314861
CAALFM_C700480WA,0.1479425,0.1024766,0.1981479,0.0611604,0.0730954,0.1257329,0.1552095,0.0318995,0.036205,0.0384835,0.1139401,0.0263316
CAALFM_C700550CA,97.1321606,107.7364285,87.4194751,119.612106,85.4543791,105.0363804,83.0044421,100.0990559,99.3915639,94.7017137,99.6476989,92.7656711
CAALFM_C700580CA,25.6656801,23.2205487,19.9625061,18.1707906,38.5817264,29.9902151,25.9670714,38.9320875,25.8614484,34.8477144,20.0126043,25.9661046
CAALFM_C700620WA,127.6781807,152.4529107,113.2588894,151.6719905,82.0804446,141.3356833,74.8451666,129.1629402,71.3000725,92.5470786,69.7119245,78.2671079
CAALFM_C700630CA,1.5516243,1.381407,1.2824211,0.7697425,4.4032463,2.5171953,2.4891543,2.8005284,2.4729819,15.5647449,2.0096855,6.6087609
CAALFM_C700670CA,47.5050836,53.3042988,33.7999452,51.6498623,21.0586423,39.0983958,21.4529464,43.146957,20.3924679,32.4711089,17.0501462,26.3388136
CAALFM_C700930WA,326.5297129,207.233631,260.0069803,180.2862888,526.3387854,498.5289501,451.0474307,422.6049549,396.3322089,517.1827531,382.1875891,391.9149019
CAALFM_C701320WA,52.2501921,53.9119396,28.1944707,47.7239902,35.4236604,40.2371224,18.8795516,36.4254268,33.6288728,38.1697508,17.1323105,28.0133154
CAALFM_C701510WA,68.5699636,19.0033334,37.3335022,19.3643454,107.4574445,23.3699637,69.4837248,32.2849628,102.9419291,61.7273404,45.4842941,138.5132711
CAALFM_C701520WA,27.0235708,28.9588914,19.483433,34.3617384,17.9682512,31.9346652,15.1909617,29.597864,41.6652147,28.6055293,34.6938311,54.6105967
CAALFM_C701640WA,626.6405351,648.6254683,703.2444395,618.3765773,303.2256148,489.0398874,280.0958174,501.5232692,126.0700035,390.1608233,166.5674227,228.2304425
CAALFM_C701750WA,5.0972468,2.6702325,4.2108233,1.8458873,5.9108479,1.1741855,4.4537931,0.8327687,4.3569952,7.6573865,3.8140177,2.4562395
CAALFM_C701800CA,319.3061089,260.6383515,476.7071223,225.0990034,201.455794,579.9753286,187.4362958,459.6509026,70.3992277,168.0751932,98.9701904,72.9294909
CAALFM_C701820CA,178.2050257,214.5658427,166.5368809,207.2372224,174.5611345,163.1446507,131.1435219,172.9834889,131.0999972,146.6482642,108.8431875,132.4937133
CAALFM_C701870WA,20.4745822,26.2440121,19.3483266,26.7175292,19.5224513,25.6199071,18.533727,26.6773118,20.0135841,33.7744497,18.5432762,23.9306345
CAALFM_C701880CA,4.0672837,12.1158901,3.5701798,11.6160983,1.3803998,6.5774043,1.3558917,5.7185991,2.9023605,3.4113095,2.3462226,3.5722223
CAALFM_C701940CA,40.6860778,111.4473391,55.4353575,134.0003342,30.7444763,40.3869996,43.5713178,46.8993983,57.635747,78.5219454,74.5157833,54.6385491
CAALFM_C701990CA,10.6555187,9.5671969,9.8259264,11.3765567,24.8253839,13.6421328,24.3340002,16.073854,24.4893116,25.6185857,21.607649,28.1472631
CAALFM_C702330WA,21.4270787,16.3580927,14.8510796,14.9541596,24.4673636,31.0668877,19.2493969,26.8166816,34.9178188,29.6174408,21.5627798,28.4172195
CAALFM_C702500CA,57.9511014,100.9018366,23.0576312,93.1856254,157.8468848,93.5999455,48.7807403,75.9567201,77.2064885,107.5494659,28.4863277,122.8090062
CAALFM_C702640WA,86.6852538,103.212164,57.8235374,107.7580308,77.8308343,91.7736341,54.1751456,95.2591616,106.7879631,101.8006804,58.7074822,105.5375544
CAALFM_C702680WA,124.4775292,162.6833158,87.0802759,170.7464223,122.9194924,137.3857296,72.8613372,105.2359354,111.6330986,134.2846201,62.7634814,110.5058685
CAALFM_C702690CA,42.4414014,73.8550051,21.6998821,70.4916467,31.568171,65.8674492,14.6595363,45.2892,53.2725629,44.2914778,24.2429476,42.6289396
CAALFM_C702770WA,87.8105665,109.7064306,99.1839533,103.507164,75.4060027,77.3667369,81.6178812,83.2161217,80.0633896,90.4744093,88.5052453,86.9794564
CAALFM_C702810WA,11.2744857,7.5381044,12.4416336,7.0048689,24.7056698,15.3310818,17.2192674,19.7753925,13.9283213,16.4122348,19.215187,14.2735581
CAALFM_C702830CA,34.4249102,18.7164683,29.1070455,21.1460036,12.3095991,14.8930866,14.4371507,15.1419814,7.1233414,18.9675593,9.8572823,8.4706517
CAALFM_C702840CA,734.2941886,618.9051145,571.4589357,485.9982183,180.8131276,344.7697717,143.4936711,334.1466738,224.5660717,186.7786399,194.4356107,189.8298778
CAALFM_C702880CA,0.5034124,0.2004156,0.2862379,0.2403129,0.1478276,0.1356168,0.4065684,0.0842624,0.1359816,0.3669069,0.1598914,0.0608603
CAALFM_C703040WA,12.7356603,14.529044,7.0699275,12.6193947,16.4679487,16.4748789,7.8479721,10.907916,9.8914793,27.7756977,6.7701177,9.8961924
CAALFM_C703050WA,105.0173904,126.5337817,68.4251935,106.3250316,136.1808201,123.3044411,71.6917105,96.7662694,113.6272817,98.1622108,74.3466112,87.68196
CAALFM_C703070CA,39.0514263,41.7170208,35.8966963,35.0698032,35.8679837,50.9541581,40.8957706,46.0838758,48.8222454,50.4436146,39.3259363,45.3665427
CAALFM_C703130CA,16.4477013,15.8962208,16.156624,15.2755446,23.910582,24.0000488,15.8884452,23.1670373,22.2234319,23.1036345,20.5463124,16.0362184
CAALFM_C703330CA,226.07234,240.1985711,159.5154688,235.0341562,190.1555449,225.599369,129.4037366,213.8860872,188.8468017,182.9357548,138.2094237,151.4934722
CAALFM_C703350CA,14.9032346,16.7015539,11.0136184,14.3203364,13.2678383,11.541225,8.7350016,12.3741732,4.6717134,17.1990231,4.1516561,7.657189
CAALFM_C703520WA,21.3514345,12.9635824,13.4777363,13.4600576,21.7472029,15.1531843,12.3036166,15.4110387,18.3510409,14.2707174,9.6609006,9.4947015
CAALFM_C703570WA,17.0073272,10.7738722,8.3578177,9.5356514,9.1183252,11.3495036,6.4772707,13.3358595,104.3923041,16.1043991,28.9849613,31.1590502
CAALFM_C703640CA,15.976845,15.5976105,12.2645792,18.6208535,12.4827525,12.5601502,9.0641442,14.8305097,11.8437363,22.8344486,7.2992624,19.0778548
CAALFM_C703650WA,23.152977,21.7679454,12.928313,19.409031,18.3364275,20.4694439,9.4845796,15.2739244,14.5609479,19.7307609,6.5369312,13.4648376
CAALFM_C703660CA,231.6470239,270.7433539,192.3466412,267.6384137,163.0556893,215.363425,129.8204956,207.4560245,154.3099894,159.3852567,128.5021073,150.8922021
CAALFM_C703670WA,338.678029,366.3001928,297.9193219,367.6972218,182.2623363,246.2357966,156.6815987,217.6322317,158.2114847,176.2562228,146.1987714,146.2969105
CAALFM_C703710CA,9.1627432,13.0712649,7.6125054,10.4567793,11.1865545,14.1384527,8.2932907,12.9461224,17.3867001,16.9581355,8.4701847,10.9541068
CAALFM_C703720CA,57.5401205,87.9781196,35.1091387,86.6034975,39.5304757,69.6074829,24.2876523,62.0584272,36.8717881,42.4683331,22.2982094,34.6916064
CAALFM_C704040CA,72.8432752,79.8830205,62.1735571,72.9225932,56.3922005,69.5167565,47.1038296,67.17934,31.1940412,60.5729905,29.9422739,36.9949687
CAALFM_C704180WA,12.105568,14.6339579,10.6901772,11.1994333,28.2152193,11.2075758,35.9816163,14.1415831,35.2407621,23.5245035,37.8013315,27.5022094
CAALFM_C704210CA,141.5627737,129.951738,191.6792007,117.0444177,133.2079396,174.2825514,149.8347405,199.0273057,48.0906127,232.7446355,105.3985367,158.435748
CAALFM_C704250WA,2.1963275,2.3256539,3.7684805,3.249822,1.4819026,1.8903454,3.7240332,2.3475381,0.9507109,3.0613435,2.8033933,2.2810835
CAALFM_C704280CA,53.7096982,68.1432925,62.3358145,72.631699,156.4321435,134.912139,159.2997847,191.1021792,94.445358,306.2412175,132.4614207,213.0572486
CAALFM_CR00080WA,211.7974318,243.318772,259.4144995,306.2965723,71.2386515,224.7575016,138.321846,225.5860895,156.2561989,130.5900503,269.9650897,156.7988951
CAALFM_CR00130CA,70.9582212,89.7329778,70.0751929,80.4317578,98.1612796,81.3924939,76.989169,89.3572349,65.6376764,87.8098848,65.9411258,97.960135
CAALFM_CR00150CA,31.4568273,15.243041,24.7561398,14.1246959,157.1813411,35.9606544,175.680107,46.9392778,148.9162002,117.45385,161.4877502,177.0952443
CAALFM_CR00200WA,450.239251,36.4016988,179.0317743,48.128086,8268.2552763,17.8989761,8540.7324943,29.0906981,5075.5129637,2076.5799434,7725.1942391,5972.1833115
CAALFM_CR00330CA,55.6093915,17.2420945,27.5357616,12.7143765,67.4962584,11.5912414,46.4255163,11.4419182,41.2482783,37.1183458,25.53548,32.3024713
CAALFM_CR00350WA,56.8915352,57.1920387,71.4315174,52.890477,50.5122658,85.8095092,56.0433816,77.7932313,64.9866498,60.1218316,72.2643689,52.7200409
CAALFM_CR00360CA,32.1447326,6.4848338,24.2776884,5.820398,20.1329319,1.3802175,14.6968922,1.1388504,10.6498062,2.2827136,11.6810609,1.5988876
CAALFM_CR00510CA,100.6510424,28.9426032,64.3537502,39.1859117,221.5361711,84.5346411,168.2516211,76.3885494,64.8425132,99.4691548,84.9187294,57.7192618
CAALFM_CR00540CA,75.27488,21.8581083,22.7493169,16.9133355,2265.4581784,32.2788182,1261.6545765,37.4856005,839.6631656,438.5187163,631.7835813,1380.6739891
CAALFM_CR00560WA,71.3992174,49.2246758,50.7259581,48.1496085,104.4429825,72.374264,116.4467956,77.8660823,136.0630776,106.5362179,134.1148277,107.4893025
CAALFM_CR00620CA,21.0824129,8.3682442,16.7010867,7.7984999,21.159423,16.0820109,18.5780861,20.5455406,452.2355548,81.181183,176.3513687,119.4958013
CAALFM_CR00640WA,748.4814329,462.5888501,786.971567,438.3281169,389.0316977,243.8740982,599.9968321,210.6134397,142.3994772,256.7133451,349.4295835,197.6240913
CAALFM_CR00750CA,14.280329,14.0919537,17.5550885,12.2332763,18.2222716,12.9880373,14.6434881,13.0898962,14.067014,15.603836,12.7245971,11.8475415
